human_gene_symbol	human_chromosome
MSLNL	16
MECOM	3
MIR5695	19
HDAC7	12
POU3F1	1
MIR662	16
TAS2R62P	7
FARSA	19
TAS2R60	7
LRRC8D	1
TAS2R41	7
OR2R1P	7
OR10AC1	7
PAICSP5	7
CTAGE15	7
RNU6-162P	7
TCAF1P1	7
SNORD87	8
SPG7	16
FBXO25	8
TCAF2C	7
S1PR1	1
LINC02352	15
KLF13	15
AKAP9	7
EAPP	14
MCOLN3	1
PRR7	5
AK4P4	9
UBE2CP4	15
MLANA	9
RPL21P116	15
RNU6-415P	15
RASGRF1	15
HNRNPC	14
PDLIM7	5
MIR6883	17
VAMP2	17
SELENOKP3	6
ASF1A	6
ERMP1	9
SEPHS1P7	2
MCM9	6
FARSA-AS1	19
MIR6515	19
NFU1P2	1
MTND5P22	2
RNF11P1	2
TRHR	8
TMEM107	17
RAD23A	19
GCSIR	2
ELAPOR1	1
ENY2	8
MARCHF4	2
PLEKHM3	2
CREB3L2-AS1	7
SNORD118	17
MIR4521	17
DGKI	7
BORCS6	17
COPS5P1	6
AURKB	17
EPHA7	6
LINC00607	2
MAPK6P5	8
GADD45GIP1	19
NUDCD1	8
TMEM150B	19
DPP10-AS3	2
LINC01803	2
STAG3	7
IQCA1	2
ANKRD46	8
CTSH	15
KMT5C	19
IFITM3	11
PDLIM7-AS1	5
DDX41	5
RN7SKP24	9
ARID3C	9
RPS27P15	6
RNU6-126P	11
CTC1	17
INTS4	11
LSP1P2	3
GAPDHP62	8
IL11RA	9
SNX31	8
MAP3K13	3
MTO1	6
COX6B2	19
BOK-AS1	2
CNGA3	2
RNU6-1092P	8
MIR7705	8
RNU6ATAC41P	8
RPS20P23	8
CREB1	2
FAM71E2	19
FKBP15	9
PABPC1	8
IL11	19
LINC02354	12
KCTD14	11
VDR	12
ARHGAP29	1
TMEM190	19
NDUFC2-KCTD14	11
PFAS	17
VEPH1	3
TMEM238	19
THRSP	11
RPL28	19
NDUFC2	11
COMETT	7
TIGD6	5
RRP8	11
FAM126A	7
HMGXB3	5
ILK	11
KLHL7-DT	7
RPS20P4	5
AK3P3	7
CSF1R	5
GPR85	7
MIR6805	19
UBE2S	19
NUDT1	7
SLC25A35	17
TMEM106C	12
ST13P21	1
LINC02790	1
ISOC2	19
SLC49A4	3
MSTN	2
RANGRF	17
MTATP6P26	2
H3P9	2
RPRM	2
CHST2	3
CRYGC	2
OR4K17	14
RUSC2	9
FLYWCH1P1	3
ZIC4-AS1	3
PGM1	1
MIA2	14
NLGN1	3
ZNF628-DT	19
ZNF628	19
ARHGEF15	17
INPP5D	2
NAT14	19
DDX56	7
RMI1	9
RPL7P1	5
SSC5D	19
PDGFRB	5
GTF2E1	3
AQP7	9
IGSF21	1
ODF4	17
COL2A1	12
SEMA5B	3
COA7	1
MKRN3	15
SBK2	19
RPL26	17
SBK3	19
PFN1P10	1
DCHS1-AS1	11
FGF7	15
MRPL17	11
ZNF579	19
MAD2L2	1
FIZ1	19
GVINP2	11
DCHS1	11
ZNF524	19
TUBBP8	15
ZNF784	19
HMGN2P5	15
NCAPGP2	15
ZNF580	19
SYNGR2P1	15
ERAP1	5
SERF2	15
ZNF581	19
RNU7-43P	17
PPIAP52	17
ALG8	11
CCDC106	19
CCDC42	17
MFSD6L	17
NOL6	9
PIK3R6	17
LAMP3	3
EIF4H	7
IKBKB-DT	8
SLC35F5	2
CBX1P5	3
RPL5P23	8
EPN1	19
AURKBP1	8
RPS17P14	8
ATR	3
PIK3R5-DT	17
EMC2	8
NTN1	17
LINC02757	11
LRRC32	11
EXOSC2	9
SLC29A4	7
STX8	17
CCDC32	15
GUCY2EP	11
NLRP9	19
LRRC14B	5
CCDC127	5
KCNK9	8
TSKU	11
TSKU-AS1	11
ELMO1	7
RN7SKP109	19
RFPL4AL1	19
RFPL4AP1	19
EXOC3	5
U2AF2	19
CFAP52	17
ACER3	11
TRAPPC9	8
EPHA4	2
SNORD68	16
CPNE7	16
SENP1	12
DPYD-IT1	1
GYG1P3	1
OLFML3	1
SLC9A3	5
SV2B	15
MIR3621	9
TRABD2B	1
RNF208	9
MIR4673	9
MIR4674	9
SNAPC4	9
RPL19P18	17
GCLM	1
GAMT	19
USP43	17
FAM240B	9
MIR199B	9
MIR3154	9
TGFBR3	1
CDK10	16
GOLGA2	9
ZNF106	15
PEG13	8
B3GNT6	11
CHRAC1	8
RNU6-1203P	12
CAPN5	11
MIR6505	12
MIR3908	12
TMED2-DT	12
TMED2	12
DAZAP1	19
CCDC39	3
CLDN4	7
SLC9A3-AS1	5
OR9A4	7
GLP2R	17
OR2F1	7
EIF3E	8
GIMAP5	7
CYP4F32P	2
LINC01087	2
DDX55	12
TMEM256P2	2
MIR4456	5
CEP72-DT	5
LRRD1	7
B3GNT2	2
CEP72	5
RTP1	3
RPL7AP25	3
RAB6C	2
ATXN7L1	7
NQO2	6
LINC01014	3
ACTG1P23	3
ODF2	9
TPPP	5
LINC01935	2
SMARCAL1-AS1	2
SLC33A1	3
CNOT7P2	1
VAV3-AS1	1
BRD9P2	5
RPL21P23	1
NPM1P45	17
SPCS2P3	5
RCVRN	17
PPP1R7	2
RNU6-572P	5
RPS27AP1	17
LINC02049	3
MYH13	17
ALG14-AS1	1
MTND3P21	1
ELAVL4-AS1	1
NAPEPLD	7
RCC2P7	6
DST-AS1	6
RASA2-IT1	3
RPL17P26	6
RNU6-626P	6
BEND6	6
SZT2	1
C19orf25	19
SNORA9B	12
NLGN1-AS1	3
OMP	11
EIF2B1	12
PYGO1	15
RPL32P8	3
LINC01995	3
LINC01994	3
C2CD3	11
OSTCP6	6
RPL35AP10	3
HMGN2P13	3
FTH1P15	6
TRMT112P5	3
NIP7P2	3
MRPL30P1	6
LINC02166	16
MCCC1-AS1	3
KIAA1586	6
GNB5	15
CCDC39-AS1	3
SPATA2L	16
CIDEB	14
ANKUB1	3
PCSK4	19
VPS9D1	16
MYHAS	17
LANCL2	7
FOXP4	6
WWTR1-IT1	3
MYH8	17
LINC02015	3
ABHD4	14
NAP1L1P3	3
TM4SF4	3
GTF2H3	12
PPIAP73	3
CYP3A7-CYP3A51P	7
GHSR	3
SNRPCP3	3
VPS9D1-AS1	16
RPS27P12	3
GPR135	14
PA2G4P4	3
NDUFB4P1	3
ZSCAN26	6
GPR149	3
CHMP1A	16
GNG2	14
LINC01206	3
MIR5699	10
ECT2L	6
DIP2C-AS1	10
MYH4	17
ADAMTSL5	19
KMT2C	7
CTNNA3	10
GABPB1	15
EML5	14
CTF1	16
LRTOMT	11
PDZD9	16
MYH1	17
SYTL3	6
RPL7AP51	10
MIR7151	10
AKR1B10P1	10
USP10	16
RPL21P92	10
MIR1260B	11
DNAJC12	10
RN7SL477P	19
MBD3	19
THBS2	6
CCDC82	11
LINC01349	1
PHTF1	1
SNHG4	5
RNU6-1250P	10
RN7SL394P	10
DNAJC19P1	10
RNU6-523P	10
RPL12P8	10
SIRT1	10
SNORA74D	5
SNORA74A	5
MYH2	17
MATR3	5
ATP2C2	16
RPS3AP38	10
RN7SL220P	10
POU5F1P5	10
DNAJB12	10
APC2	19
KDM3AP1	2
SNED1-AS1	2
WDR43	2
JRKL	11
ATP6V0A2	12
TUNAR	14
SLC17A2	6
JRKL-AS1	11
RNA5SP346	11
LINC02737	11
FAM161B	14
TMEM45B	11
DUSP13	10
GAPDHP25	2
PRDM10	11
COQ6	14
GSTM5	1
LINGO1	15
ATP5MGP5	3
HCRTR2	6
TIPARP	3
OR2J3	6
BIN1	2
RPL27P12	12
ARHGAP35	19
OR2H2	6
DNAH10	12
MTCH1	6
GSTM2	1
PRR13P5	19
PSMC4	19
CGNL1	15
RPL4P4	3
RPL21P42	3
ZC3H18	16
TRH	3
NR4A3	9
PAQR9-AS1	3
OR7E53P	3
MYH3	17
SLC7A14	3
SORCS1	10
LINC00880	3
STX17	9
LINC02877	3
C15orf48	15
EI24P1	3
ZNF546	19
PPIAP75	3
ATP13A4-AS1	3
ADIPOQ-AS1	3
YEATS2-AS1	3
C16orf46	16
SETP14	3
LINC02066	3
OPA1-AS1	3
SST	3
RPS20	8
ZNF200	16
RNU6-241P	7
CICP20	7
GRAMD1C	3
RNU6-326P	7
HAPLN3	15
CCDC201	7
IGFBP1	7
OOEP	6
FBXL15	10
SMLR1	6
APOBEC2	6
MICA	6
ZNF780B	19
RRAS2P1	1
MFGE8	15
RPSAP19	1
BCAS2P2	1
SH2D4B	10
SCO1	17
F3	1
IGFBP3	7
DNAH10OS	12
ANTXRL	10
VN1R96P	19
LINC00934	12
OR7D1P	19
OR7E18P	19
OR7E19P	19
OR7H1P	19
UPF3AP3	9
HSPB8	12
RN7SL75P	9
ENTPD5	14
RPS2P35	9
ZNF699	19
ADPRM	17
NANOGP5	9
CTSB	8
FTH1P22	1
WARS2-IT1	1
LINC01739	1
LINC01149	6
ZNF177	19
CDK5RAP2	9
DNAJA1P5	1
HCP5	6
RNA5SP195	5
RN7SKP64	5
TMEM220	17
RPL22P6	1
PAIP2	5
ZNF560	19
SMCO2	12
VCAM1	1
GLRX3P2	6
FTLP15	7
LUC7L	16
TTC4P1	7
AGAP5	10
DPY19L1P2	7
PRPF4B	6
RARS1P1	12
LINC00167	11
ZSCAN5DP	19
ELOBP2	11
EDDM13	19
MAGOH2P	17
ULK4	3
PPFIBP1	12
FKBP9	7
TMEM220-AS1	17
APLP2	11
ZSCAN5A-AS1	19
VN2R17P	19
LBX1	10
SLC23A1	5
FAM25G	10
HSP90B3P	1
TMEM238L	17
EPS15-AS1	1
ZNF542P	19
ODAD2P1	10
PIRT	17
LINC02680	10
C10orf90	10
RNU6-1065P	17
BBOF1	14
RPL15P21	17
RN7SL601P	17
HIPK1	1
SHISA6	17
KRT18P47	15
ACAN	15
PLEKHA2	8
DNAH9	17
FAM217A	6
RNU6-388P	7
NT5C3A	7
ALDH6A1	14
P4HA1	10
PRICKLE2-DT	3
PPP2R3A	3
MZB1	5
SLC25A36P1	19
ZNF582-DT	19
C6orf201	6
HTRA4	8
ZNF583	19
PROB1	5
DNAJC18	5
TM2D2	8
ECI2	6
COL5A3	19
RPS29P14	7
ZNF75A	16
RN7SL505P	7
RNA5SP229	7
RP9	7
ADAM32	8
ZNF138	7
RN7SL530P	14
ADAM12	10
VSX2	14
MEFV	16
RNU5B-4P	5
CLSTN2	3
RNU6-732P	5
MIR584	5
RN7SKP145	5
ABCD4	14
HTR1A	5
SEPHS1P1	7
EEF1DP4	7
DNM1P46	15
HTR4	5
FAM71F2	7
NMNAT1P3	3
EIF4EP3	3
RN7SL484P	15
KLHL24	3
RPL34P21	11
ST14	11
LHFPL3	7
EIF4BP6	7
LHFPL3-AS1	7
RNA5SP402	15
RDH8	19
SPATA41	15
CERS3-AS1	15
LHFPL3-AS2	7
RN7SL8P	7
MIR5589	19
RNU6-322P	15
PRKXP1	15
SHFL	19
RNU6-181P	15
LINC02206	15
SLC25A40	7
HMGN2P47	15
SMAD3	15
RTP4	3
MUC20P1	3
WWTR1-AS1	3
LINC02036	3
CLP1	11
PPAN-P2RY11	19
IL17RD	3
SF1	11
DBF4	7
ECI2-DT	6
RPL3P10	8
RPS6KA2-AS1	6
RNASET2	6
ACSL6	5
PPAN	19
TERF1	8
MRPS35-DT	12
HSD3BP2	1
REP15	12
PSRC1	1
HMGB1P49	12
ANKRD30A	10
MRPS35	12
RNU6-285P	8
XPO6	16
SRI	7
GGH	8
SNORD105	19
SNORD105B	19
P2RY11	19
ZNF18	17
EIF3G	19
VRTN	14
KLHL42	12
LIPK	10
SUB1P2	14
RPS2P2	14
ZFYVE27	10
LIN52	14
RN7SKP15	12
AAGAB	15
PTHLH	12
CSPP1	8
MAP2K4	17
LINC01787	1
SEC63P1	1
CYP4A27P	1
STK16P1	14
DNAJC13	3
LINC01708	1
MTATP6P13	1
RNU6ATAC30P	14
LINC02787	1
KLHDC1	14
GPR88	1
RWDD3	1
SRI-AS1	7
CEP290	12
STEAP4	7
MAN1A2	1
RNU11-2P	17
MIR744	17
RPS24P16	15
RNU6-1247P	6
LINC00670	17
RNY4P20	6
RN7SKP268	6
TJP1	15
ZBTB2	6
RMND1	6
ADAM22	7
MYOCD-AS1	17
ARHGAP44-AS1	17
MIR1269B	17
ELAC2	17
S1PR2	19
KLHDC2	14
MIR4322	19
LRIG2-DT	1
MRPL4	19
LPAR3	1
ZNF205	16
MPP7	10
LINC02868	1
RNA5SP330	11
LINC01753	1
AKIP1	11
HSPA8P15	6
ARMT1	6
LINC00501	3
DPYD-AS1	1
PRICKLE2-AS2	3
CTTNBP2NL	1
CCDC170	6
ALG1L15P	3
HGD	3
PDE4DIPP5	1
RNU6-813P	6
SORT1	1
H4C3	6
FAM162B	6
LDHD	16
GPRC6A	6
MTA3P1	2
SORBS1	10
METTL21A	2
RPS29P13	6
RNA5SP214	6
RFX6	6
KAT6A	8
FLYWCH1	16
TPRG1-AS2	3
C11orf16	11
ICAM1	19
POGLUT1	3
RNA5SP220	6
MIR3668	6
MIR4465	6
RPS3AP24	6
LINC02538	6
FZD5	2
LINC02487	6
RPSAP52	12
TMEM9B	11
KIF25-AS1	6
HMGA2-AS1	12
RBMX2P3	1
CCDC93	2
NEMF	14
LINC01676	1
OR2A4	6
CTAGE9	6
MIR6074	12
LINC02425	12
RPL21P18	12
RNA5SP362	12
MIR548H5	6
SELENOKP2	6
RN7SL69P	12
ICAM4	19
BRD7	16
RN7SKP245	6
ATP5MFP5	12
OR7E97P	3
TNFRSF1A	12
CCN2	6
TRIM42	3
ICAM5	19
DNAI3	1
IL1RAP	3
NRIP3	11
AFDN	6
ZGLP1	19
NRIP3-DT	11
SCUBE2	11
FDX2	19
LINC01830	2
WBP11P2	2
RPL12P17	2
ST13P2	2
CLEC18C	16
GAD1	2
RAVER1	19
RNU6-539P	14
RN7SL3	14
RN7SL2	14
RNU6-189P	14
MIR6076	14
PDLIM1P1	14
ARF6	14
RPL23AP8	14
ICAM3	19
CFL2	14
ADAMTS17	15
LINC02093	17
HS3ST3A1	17
MIR548H3	17
CDRT15P1	17
COX10	17
HIPK1-AS1	1
LINC01525	1
MIR5691	11
KRT8P41	11
RN7SL391P	12
VWF	12
AP3M2	8
STRIP1	1
DENND5A	11
ZNF808	19
LINS1	15
RPL12P6	14
BAZ1A	14
DGKG	3
CDRT15	17
RPL39P34	19
HS3ST3B1	17
ZNF137P	19
RPS18P12	17
ZNF611	19
LINC02096	17
BCL2L15	1
RPL23AP76	17
CDRT7	17
CDRT8	17
PRPSAP1	17
ASB7	15
NIFKP9	2
TPI1P1	1
SLC25A24	1
GULP1	2
PLAT	8
LINC01498	12
CERS3	15
RPL13	16
FICD	12
ZNF28	19
SART3	12
PLPPR5	1
PABPN1P2	19
ZNF773	19
RNU6-24P	17
SPHK1	17
KLHL6	3
ZNF549	19
MYBPHL	1
ZNF550	19
NKD1	16
RNU7-41P	14
BAZ1A-AS1	14
PPP2R3C	14
PIFO	1
LINC01209	3
ATP6V0E1P2	3
LINC01840	3
LINC00886	3
ZNF416	19
SLC25A24P1	1
HNRNPA1P24	3
ZIK1	19
PRDX3P4	3
METTL15P1	3
ADAMTS9	3
UBE2O	17
LINC01585	15
LINC01650	1
H3Y1	5
MIR3181	16
RPS29P9	2
MTX3	5
LINC02168	16
PTP4A1P1	2
TSPAN2	1
RN7SL363P	15
RNA5SP426	16
HMGB3P32	16
FES	15
ZNF134	19
LINC01473	2
AKAP7	6
ZNF211	19
ADGRG1	16
GAPDHP23	1
LINC01776	1
RPL26P9	1
RPL7P49	17
FABP6	5
GSAP	7
LRIG2	1
CYGB	17
PPP1R14BP2	2
CD28	2
PRCD	17
TPRG1LP1	19
ZNF527	19
RBKS	2
TMEM41B	11
RNF146	6
MEF2C	5
PSMA5	1
ZNF569	19
MTX2	2
SNORD1C	17
SNORD1B	17
ISCU	12
SNORD1A	17
ECHDC1	6
ST6GALNAC2	17
PRR13P2	11
IPO7	11
ZNF571-AS1	19
PRORP	14
SLC35A3	1
GCNT1P5	7
PTPN12	7
ST6GALNAC1	17
ZNF540	19
WDR75	2
B3GNT5	3
SNORA23	11
CD5	11
TMEM119	12
VPS37C	11
DDX50P2	3
ZNF571	19
MIR4496	12
RNU7-169P	12
TRAK1	3
EMP1	12
PGA3	11
ZNF781	19
POLB	8
RNU6-227P	17
RNY4P36	17
RPL23AP70	14
SELENOKP1	19
SEPTIN7P1	14
MRPL57P8	14
SRSF2	17
DPRXP3	14
ZNF607	19
RPL7AP3	14
LINC01559	12
RPL9P3	14
RFX8	2
RNA5SP353	12
RNU6-590P	12
PSMA6	14
RN7SKP162	12
GSG1	12
WDR87BP	19
PGA5	11
MIR636	17
CNN2P8	2
RNU6-97P	17
WDR87	19
RHBDF2	17
SMARCAL1	2
OR5C1	9
BLM	15
STPG3	9
RN7SL718P	19
CYP2S1	19
AXL	19
DDB1	11
RNA5SP217	6
YWHAZP4	6
OR6B1	7
RPL5P18	6
FERD3L	7
SNAPC3	9
CYREN	7
CRISP1	6
TSPAN11	12
KRT18P19	2
FARP2	2
DKK4	8
RNF14P4	7
TMEM140	7
SNHG20	17
VDAC3	8
EIF4B	12
WDR91	7
DEFB133	6
DEFB114	6
AGL	1
DEFB113	6
SYT16	14
DEFB110	6
RPL32P10	3
DEFB112	6
LINC01991	3
TAP1	6
GOLIM4	3
LINC00643	14
NXNL2	9
UNC13B	9
OR4K15	14
OR4Q2	14
VIPAS39	14
RN7SL34P	19
SEC14L1	17
CCDC97	19
TMEM91	19
TM4SF19-AS1	3
PBOV1	6
PTCHD4	6
ZKSCAN8	6
TRMT12	8
MUC4	3
RNF139	8
TATDN1	8
MIR6509	7
SLC23A4P	7
B9D2	19
TMEM106B	7
ZNF514	2
TWF1	12
BCKDHA	19
FIGLA	2
ADGRB3	6
RGPD4-AS1	2
SSBL5P	7
TAS2R2P	7
KCNS3	2
OR2A3P	7
OR2AO1P	7
OR2A42	7
OR2A20P	7
OR2A7	7
ARHGEF35-AS1	7
SYNE1-AS1	6
SFMBT2	10
RNA5SP223	6
NANOGP11	6
SLCO1C1	12
HSPD1P16	6
OR12D2	6
FAM178B	2
OR12D1	6
ERICH4	19
UBDP1	6
MAS1LP1	6
MAS1L	6
SIGLEC8	19
RPS17P1	6
DDX6P1	6
OR5V1	6
ARHGEF34P	7
OR12D3	6
OR2A9P	7
CNR1	6
OR2A1-AS1	7
HLA-DOA	6
OR2A1	7
ARHGEF5	7
CEACAM18	19
HLA-DPB1	6
SIGLEC12	19
AHSA1	14
FURIN	15
SNED1	2
SIGLEC27P	19
ZNF641	12
SIGLEC6	19
DUSP29	10
ISM2	14
ASAH2	10
KIF21A	12
NOBOX	7
RPL32P1	6
PPIAP83	7
HLA-DPA2	6
RNU6ATAC40P	7
COL11A2P1	6
SPTLC2	14
OR2A5	7
HLA-DPA3	6
HCG24	6
OR2A25	7
RXRB	6
MIR6844	8
OR2A41P	7
OR2A12	7
SCARNA16	17
NDUFB9	8
MIR6516	17
RNU4-47P	17
CYCSP40	17
OR2A15P	7
SEPTIN9-DT	17
OR2A14	7
OR2A13P	7
SIGLEC29P	19
MIR4316	17
ZNF175	19
RBM33	7
SIGLEC5	19
RN7SL587P	14
GALNT16-AS1	14
RPL9P33	19
FXYD4	10
GALNT16	14
RPL7P51	19
SPACA6P-AS	19
D2HGDH	2
MIR99B	19
ISG20	15
MIRLET7E	19
MIR125A	19
SMCO4P1	17
HAS1	19
LINC01180	17
MEIOC	17
HNRNPF	10
RNY4P10	6
MTSS1	8
SLC39A7	6
ECM2	9
PPIB	15
CPEB1-AS1	15
FPR2	19
SHH	7
CCDC43	17
SNORD3J	10
LINC02916	10
AP3B2	15
RNU7-193P	10
FPR3	19
ZNF239	10
LHX6	9
LINC00244	7
HSD17B8	6
NOVA2	19
RNF32	7
DBF4B	17
CAP1P2	10
ZNF485	10
RNA5SP468	19
ADGRG3	16
RPS18P13	19
MIR219A1	6
IL12RB1	19
ZNF32-AS3	10
RING1	6
RPL21P88	10
ZNF32	10
TMEM37	2
ZNF32-AS1	10
ZNF32-AS2	10
ZNF487	10
ZNF70P1	6
HTATSF1P1	6
VPS52	6
CCNJ	10
RN7SL819P	17
SLIT3	5
ADAM11	17
DRC7	16
SLC6A17	1
ERH	14
MARCHF7	2
MIR3157	10
RNU6-271P	10
BLNK	10
SLC39A9	14
TKFC	11
HSD3B2	1
MAST3-AS1	19
PCAT7	9
RNF32-AS1	7
LMBR1	7
PIK3R2	19
PGM5P3-AS1	9
PTPN22	1
MIRLET7A1HG	9
MIR31HG	9
MIR4662B	8
MIR4662A	8
MRS2P1	8
PGM5P2	9
GJC1	17
GSR	8
NELL2	12
IFI30	19
CYB561A3	11
MRPS5	2
HIGD1B	17
GAS1RR	9
SNHG7	9
KATNB1	16
EFTUD2	17
MPV17L2	19
XRCC4	5
RAB3A	19
LINC00092	9
YWHAZP2	2
EXD2	14
LINC01918	2
RPS18	6
KCTD5P1	2
PDE8B	5
HSDL2-AS1	9
RNU4-31P	7
NOM1	7
PDE4C	19
TEX41	2
HMGA1P4	9
EBLN3P	9
CPSF7	11
MNX1	7
B3GALT4	6
WDR46	6
WDR89	14
UBXN8	8
MIR6772	16
LINC01504	9
MNX1-AS2	7
MNX1-AS1	7
TMEM229B	14
RPS27AP12	7
RNU6-20P	16
CYLD	16
NPM1P25	10
PRF1	10
GCK	7
MIR4707	14
RNU6-1138P	14
RNF212B	14
ADAMTS14	10
LINC01505	9
MIR6873	6
PFDN6	6
SIAH2-AS1	3
KCNAB1-AS2	3
HIKESHIP3	8
RNU6-1046P	14
MIR208A	14
MIR208B	14
SEL1L	14
PPP2CB	8
MTAPP2	3
MIR367	4
CCDC50	3
MIR302D	4
RPS26P40	10
MIR302A	4
MIR302C	4
MIR302B	4
OSTCP4	4
SGPL1	10
CHIAP3	1
GET1P1	4
CAMK2D	4
MIR6834	6
RGL2	6
CCDC103	17
CDC37L1-DT	9
COL11A1	1
SMC5-DT	9
TEX15	8
UBQLN1-AS1	9
HES1	3
PCBD1	10
RPL32P17	7
C7orf33	7
GLIDR	9
GK5	3
KIF18B	17
LINC02622	10
TMEM71	8
LDHB	12
TBATA	10
EZH2	7
LINC01467	14
STON2	14
JUND	19
SFXN3	10
RPL39P38	19
SMC2-DT	9
LSM4	19
MIR4506	14
IFI27	14
ADAM9	8
TLX1NB	10
LINC01506	9
KIF18B-DT	17
C1QL1	17
TLX1	10
LINC00476	9
MIR6787	17
LINC01970	17
CD7	17
CALHM2	10
PGPEP1	19
DYNLT2B	3
RFX3-AS1	9
COL5A2	2
SDHAF2	11
EHHADH	3
CALHM1	10
EXOC3L4	14
KERA	12
FRG1HP	9
CALHM3	10
NEURL1-AS1	10
LRRC25	19
RAB3IP	12
SH3PXD2A-AS1	10
SECTM1	17
HEATR5A	14
ACAP2-IT1	3
STN1	10
SSBP4	19
LY6H	8
PPP1R32	11
RPL36P20	3
LINC01503	9
TM4SF1-AS1	3
RNU7-20P	7
RN7SL569P	7
RNY4	7
RNY3	7
RNY1	7
GHET1	7
PDIA4	7
MUC20-OT1	3
ZBTB22	6
MIR181A2HG	9
RN7SL524P	10
MED6P1	10
ZNF883	9
DAXX	6
PTEN	10
NKAIN3	8
RNU6-650P	7
COX6B1P1	7
DAP	5
KCNH2	7
ARRDC1-AS1	9
TEX19	17
BANCR	9
DENND3	8
ATP5MC1P2	14
ACOT1	14
LRRC10B	11
OGFOD3	17
RNU6-1153P	16
NAIP	5
MIR6747	11
CUTALP	9
TUT1	11
AKTIP	16
NT5CP2	14
ACOT2	14
MTA2	11
NT5CP1	14
CTSLP3	10
VLDLR-AS1	9
ACOT4	14
GLUD1P2	10
ACOT6	14
RNA5SP311	10
AGAP13P	10
NDUFB8P1	14
DNAL1	14
ISYNA1	19
PTPN20	10
SMIM40	6
MYL12BP3	6
CFC1B	2
OR14J1	6
SLC22A7	6
CCDC146	7
HEXD-IT1	17
LINC02612	2
ERP44	9
CYBC1	17
RNU6-240P	14
PNMA1	14
EML3	11
MIDEAS	14
SPIRE2	16
MIR4650-2	7
IQANK1	8
RN7SL377P	7
RN7SL625P	7
STK25	2
NSUN5P2	7
CRIP3	6
SAMD12	8
NDUFS6	5
SLC51A	3
ITK	5
TRIM74	7
MIR6799	19
FUZ	19
RPL12P47	6
SLC39A14	8
STAG3L3	7
RPS2P28	6
ENPP1	6
LRIG3	12
MIR4505	14
TTC14	3
TCF25	16
LINC02274	14
PTGR2	14
TTC37	5
PMS2P7	7
PMS2P8	7
PMS2P6	7
PHBP5	7
STAG3L2	7
PMS2P5	7
NPM2	8
PHBP6	7
PMS2P10	7
ZNF385A	12
MIR6800	19
PTOV1-AS1	19
PMS2P2	7
LYPLA2P1	6
RPL35AP4	6
KIFC1	6
PTOV1	19
ARSJ	4
ZNF853	7
ZNF316	7
SH3TC1	4
ZNF410	14
EIF2B5	3
ZNF12	7
ROM1	11
RPL12P1	6
PHF1	6
B3GAT3	11
ACTG1P17	15
PMS2CL	7
RPS3AP12	1
SNHG21	15
GAPDHP64	1
FGF17	8
RNPC3	1
SPDYE20P	7
FSD2	15
MC1R	16
CD163L1	12
ABHD11	7
FHIP2B	8
GANAB	11
GAS8	16
NHP2	5
NMUR2	5
SNX7	1
PRDM9	5
SCARNA15	15
WHAMM	15
EGFR	7
RFX4	12
SENP8	15
NUDT18	8
TRPC7	5
DMP1	4
CUTA	6
AP4B1	1
HR	8
MIR4749	19
PTOV1-AS2	19
GAS8-AS1	16
URAHP	16
GRAMD2A	15
PNKP	19
TUBB8P7	16
SPP1	4
RNU6-355P	16
CICP25	16
DBNDD1	16
PIK3CB	3
ATG4B	2
HEATR3-AS1	16
ACTG1P16	16
PARP6	15
RNY4P3	16
RPL10P14	16
LINC01709	1
MIR138-2	16
SLC12A3	16
SAMD15	14
NOXRED1	14
SARS1	1
FRMPD2B	10
TICAM2	5
NUTM2B	10
FAM181A	14
SERF1B	5
BMPR1A	10
HRURF	8
REEP4	8
TPCN1	12
STXBP6	14
NARF-AS2	17
NARF-AS1	17
NARF-IT1	17
SYNGAP1	6
MIR4731	17
TEKT3	17
THOC3	5
WFS1	4
OPN4	10
BNIP3	10
RAD51B	14
LINC02048	3
SLC30A7	1
RNU6-799P	17
CICP6	3
RN7SL792P	17
SHQ1	3
CXCL12	10
PMP22	17
ADAM19	5
LINC02026	3
SLC16A1-AS1	1
OR6L2P	10
MTND5P15	3
SCART1	10
RTP2	3
OSTN-AS1	3
LINC01972	3
LGI3	8
LINC01213	3
OR7M1P	10
GSTM1	1
AFF1	4
INTS5	11
LINC02041	3
CYP2E1	10
C11orf98	11
PCYT1A	3
MIR6863	16
RPS24P17	16
CSKMT	11
HERPUD1	16
SNORA57	11
UQCC3	11
FBXO33	14
UBXN1	11
FAM30A	14
BMP1	8
HIF1A-AS1	14
LINC02321	14
FGF5	4
LINC02325	14
SYCE1	10
MED25	19
ADH7	4
SKP1	5
MYO1B	2
MUC3A	7
SEC22B	1
LINC00639	14
OR6L1P	10
SPRN	10
MYSM1	1
RN7SKP202	10
ATOH7	10
MUC17	7
LINC02640	10
LRCH3	3
KRT19P4	10
PBLD	10
YIPF7	4
LINC02301	14
SELPLG	12
SSPN	12
RN7SKP54	7
LRRN4CL	11
SYNGAP1-AS1	6
NPFFR2	4
TRIM56	7
MIR5004	6
ZBTB9	6
HNRNPUL2-BSCL2	11
JDP2-AS1	14
NHP2P2	7
HNRNPH3	10
HCG22	6
LINC01220	14
GNG3	11
HOXA1	7
MTCYBP4	6
HSPE1P21	6
HTT	4
LINC02295	14
CYP4A44P	1
HNRNPUL2	11
CETP	16
HOTAIRM1	7
CORO1C	12
NUP43	6
DIO3OS	14
PTGFRN	1
HOXA2	7
FBXO38	5
HOXA-AS2	7
HSD3BP1	1
