human_gene_symbol	human_chromosome
ARHGEF26	3
VPS28	8
MANBA	4
NOTCH4	6
MIR5094	15
MIR5009	15
RNU6-1111P	15
TUBA1B	12
ARPIN	15
NID2	14
CICP15	5
SOX30	5
ZNF561	19
JAK1	1
RNU7-111P	15
SLC35B1	17
ANXA2	15
FLNC	7
SFXN1	5
SLC9A9-AS2	3
NPM1P28	3
BRD7P2	3
ARF3	12
SPSB4	3
ANKRD44	2
RPS6P4	3
TSBP1	6
TM4SF1	3
ZFHX2	14
TMEM183BP	3
KRT8P36	3
JPH4	14
RNU6-781P	12
LINC02046	3
SLIT3-AS1	5
COPS7A	12
ZNF562	19
EGFEM1P	3
CADM1	11
BARHL1	9
RPL23AP45	5
CCDC88C	14
CCNG1	5
DDX31	9
DUSP19	2
FAM117A	17
ALG1L2	3
RPS4XP22	19
KLF7P1	3
TMEM14EP	3
ZNF846	19
NYAP2	2
BOP1	8
TMEM212-AS1	3
IGKV3OR2-268	2
SLC9A9	3
KNDC1	10
LRRC37A15P	4
KRT8P46	4
LINC01889	2
LINC01807	2
HNRNPA2B1	7
ALDOB	9
EIF2S2P4	2
RTRAFP1	2
UBE2D3	4
CDRT15P3	2
GAPDHP59	2
C2orf88	2
UBE2L4	19
GMPR2	14
FBXL12	19
PSAT1P4	3
SIAH2	3
KAT7	17
TOMM22P6	3
PSMD14	2
TRMO	9
APOOP1	5
NEK11	3
RPL12P21	5
C5orf52	5
CALCA	11
RPL7P18	5
RPL10P15	19
KIF4B	5
CA9	9
PIN1-DT	19
OR7A8P	19
BICRA-AS1	19
GRM6	5
EHD2	19
FGF8	10
LINC01942	5
SARDH	9
SH3BP4	2
SLC52A2	8
CHSY3	5
NOP53	19
HNRNPA1P2	6
RNU6-603P	6
UCP2	11
HLA-DRA	6
C5orf67	5
FAM81B	5
GUCA1A	6
PPP1R18	6
NAT1	8
GFRA1	10
MCTP1-AS1	5
C5orf46	5
SLC4A10	2
TTLL7	1
RPL7P4	6
SCGB3A1	5
MDC1-AS1	6
NATP	8
TUBB	6
PPFIA1	11
LINC01470	5
OPRK1	8
FLOT1	6
SNORD23	19
NOP53-AS1	19
SOWAHA	5
RPL23AP80	19
TPRX1	19
MTND3P25	5
SLC45A4	8
SRP14P3	17
CRX	19
RNU1-19P	10
MMRN2	10
DNAJC21	5
RNU6-1313P	17
DLX4	17
DLX3	17
ZNF552	19
SNCG	10
LAG3	12
CEP131	17
DYNLL1P5	3
ADIRF-AS1	10
ZNF587B	19
LINC01300	8
RBP1	3
ADIRF	10
GPR20	8
FKBP1AP1	19
RN7SL380P	12
ZNF587	19
HNRNPA1P38	8
CD4	12
RN7SL798P	8
RN7SL323P	8
SNORD54	8
CERNA3	8
NPM1P21	8
MOS	8
CIZ1	9
PLAG1	8
BMS1P3	10
RPS12P27	16
GADD45A	1
ZNF417	19
RPL21P43	3
AGAP11	10
LINC01210	3
ESRP2	16
FAM25A	10
CHCHD7	8
ZNF256	19
RNU6-529P	10
SHLD2	10
C19orf18	19
KDM4A	1
SEPTIN8	5
MIR4750	19
IL4I1	19
RN7SL733P	10
TNFSF10	3
IER3	6
RAB18	10
HCG20	6
MIR6773	16
RN7SL353P	6
LINC02570	6
TUBB2B	6
TTLL7-IT1	1
PLA2G15	16
NEGR1-IT1	1
CAPNS1P1	1
LINC02777	1
PSMG4	6
LINC01192	3
GPR162	12
LDC1P	1
NDRG1	8
CRYGA	2
MTND4LP14	2
LINC01827	2
ZNHIT6	1
SLC22A23	6
CRLF3P1	2
TECTA	11
GPC1	2
SLC7A6	16
P3H3	12
MIR4751	19
SIGLEC11	19
MROH7	1
KIAA1549L	11
KCNH7-AS1	2
SNX19	11
VRK3	19
ADGRA1	10
ITM2C	2
NDUFAF8	17
GPAM	10
SLC38A10	17
LINC01326	3
MTND3P7	3
NPM1P29	3
RPL23AP40	3
PHC3	3
GNB3	12
TUBB2A	6
GUCA1ANB	6
RNU6-1262P	16
SLC7A6OS	16
MYOZ3-AS1	5
COL12A1	6
FAM168A	11
CPEB4	5
RNU4-30P	16
SMPD3	16
TMEM105	17
PSMB3P2	2
RPL7L1P10	2
RENO1	17
MIR4740	17
TECTB	10
MIR3186	17
LINC01971	17
CYP2R1	11
TLK1	2
FAAP100	17
MIR6715B	10
MIR6715A	10
GUCY2GP	10
RNU7-151P	4
CABP4	11
USP38	4
RPL13P5	12
TBC1D27P	17
RPL35AP33	16
LRRC23	12
RNU4-36P	16
ZEB1	10
NCAM1	11
TNFRSF13B	17
MLYCD	16
LINC01763	1
PTGFR	1
CDH24	14
LINC02801	1
OSGIN1	16
EEF1GP7	1
LMO4	1
PXYLP1	3
LINC02090	17
FAM151B-DT	5
MPRIP-AS1	17
MIR3139	4
RNU6-767P	17
RN7SL775P	17
JAKMIP1-DT	4
PLD6	17
LINC01863	5
NDST1	5
COG5	7
PRPF38A	1
FLCN	17
MBIP	14
SETD7	4
RNA5SP432	16
MBTPS1-DT	16
HSDL1	16
SYDE2	1
PIGK	1
ACTG1P24	17
FTH1P24	4
PIGFP1	5
DSTNP2	12
RPS3AP22	5
COPS3	17
CEP19P1	2
MGST2	4
CRYGB	2
RNF130	5
DNAAF1	16
ENO2	12
OR7E89P	2
LINC01963	2
TERF1P6	2
WNT6	2
HNRNPA3P12	1
ST6GALNAC3	1
SLC35G2	3
ARL6IP1P2	10
RNU6-811P	10
ATXN3	14
RN7SKP237	4
LINC00993	10
H3P16	4
PGBD4P8	1
SORCS2	4
MTND2P30	1
RPL7P10	1
ADAD2	16
LXN	3
KLF7	2
ABCB8	7
PKN2-AS1	1
RN7SL314P	10
TMEM161BP1	10
VN1R53P	10
TUBGCP2	10
ZNF473	19
LINC02792	1
GUCA2A	1
LARP7P4	3
FNDC3B	3
AIMP1	4
USP24	1
KIAA2012	2
TIMD4	5
SLC38A8	16
ITGAM	16
RPL7P61	2
SETP22	5
CA1	8
SQSTM1	5
SIGLEC16	19
CDK8P2	2
VEGFB	11
ASPDH	19
MTERF4	2
LINC02705	11
ATN1	12
MIR6503	11
MS4A12	11
LRRC4B	19
ZDHHC6	10
MS4A13	11
SYT3	19
SLC25A6P3	1
PSAT1P3	1
C12orf57	12
NT5M	17
GAPVD1	9
MS4A4A	11
EEF1B2P8	3
RPS17P8	2
KRT18P34	3
C19orf81	19
LINC01324	3
GPR55	2
DOCK7	1
RNU7-1	12
RPL13P12	17
RNA5SP161	4
TSEN15P1	17
RNU6-197P	4
SI	3
ZNF454-DT	5
MRPL22P1	4
MED9	17
GPR32P1	19
PTPN6	12
PCYOX1L	5
GPR32	19
AASDH	4
ACP4	19
RASD1	17
CPS1-IT1	2
SNORD88B	19
SNORD88A	19
FABP5P10	2
SNORD88C	19
LINC01869	19
ITGB3	17
SLC39A10	2
KLK1	19
RABGEF1	7
CEP57L1P1	10
TMEM30A	6
EIF4EBP2	10
INSYN2B	5
NODAL	10
SPOCK1	5
KLK15	19
ITGAX	16
YY1P1	10
MMP10	11
EBF3	10
OXCT1-AS1	5
LINC02234	5
RPL27	17
IL4	5
KAT5	11
BCAP29	7
UCA1	19
POLR1B	2
C10orf143	10
SCGB1C2	17
CTAGE7P	10
PPIAP32	10
CATSPER3	5
GLRX3	10
WRAP53	17
HMGB1P39	6
MIR4463	6
UBE2V1P15	6
RNU1-34P	6
SCUBE3	6
TAF11L13	5
GRIA1	5
CYP4F36P	19
ZNF861P	19
ZNF76	6
LINC01764	19
PRPF18	10
RPL22L1	3
ITGAD	16
ZFP14	19
SMIM19	8
ZFP82	19
SPATA16	3
STARD3NL	7
ZNF566-AS1	19
CTBP2P7	19
ZNF260	19
MIR200CHG	12
MIR200C	12
MIR141	12
SCARNA12	12
EMG1	12
B4GALNT2	17
TRPS1	8
ZNF529	19
COX6A2	16
MECOM-AS1	3
RPL7AP31	4
RPL6P24	10
ZNF843	16
PPAT	4
NUTM2F	9
RN7SL192P	19
ARMC5	16
ARMC8	3
LDLR	19
TMEM132E	17
TPI1	12
NFIB	9
DEF6	6
RNASEH2C	11
TRIM4	7
IFI35	17
TGFB1I1	16
CXCL2	4
PPARD	6
EPGN	4
RNA5SP301	10
KRT8P26	11
PPP3CC	8
CPA5	7
AP5B1	11
ACSL5	10
OVOL1	11
GBX2	2
OVOL1-AS1	11
TMEM11	17
GSTM3P2	2
ATXN2	12
CFL1	11
TFPI	2
CRHR1	17
MKRN6P	6
FANCE	6
RPL10A	6
HADH	4
MIR7111	6
TEAD3	6
SNX32	11
RNU6-667P	15
MTHFS	15
LINC02143	5
RPL19P4	2
AHCTF1P1	2
NUDCD2	5
GPR39	2
KLF14	7
KLF7-IT1	2
KCTD7	7
BOK	2
NDST1-AS1	5
ST20-MTHFS	15
TENM2	5
FNTA	8
ST20	15
LINC01117	2
MUS81	11
ST20-AS1	15
CTLA4	2
TULP1	6
BHLHA15	7
SMURF1	7
ZFAND6	15
MIR6886	19
OR7A2P	19
MIR6796	19
HIPK4	19
SERTAD1	19
MIR107	10
CCDC115	2
SERTAD3	19
RNU1-124P	8
MIR5100	10
LINC02623	10
LINC01264	10
HGSNAT	8
SERTAD3-AS1	19
LARS1	5
RET	10
PSG6	19
MXRA7P1	2
RPL17P14	2
SLC5A2	16
SLC25A12	2
IZUMO4	19
SDAD1-AS1	4
CXCL9	4
CTSW	11
CCZ1B	7
ART3	4
MIR5690	6
RSPH3	6
VN1R46P	8
TAGAP	6
AFG3L2P1	8
RUSF1	16
POTEA	8
FAXC	6
RPE	2
TUBB4BP4	11
RPL7AP57	11
NDUFB11P1	11
PGAM1P9	11
COQ3	6
RPS3AP42	11
MMD2	7
LINC02746	11
PNISR	6
SNRPGP16	11
RNU6-104P	8
RAB5C	17
MTNR1B	11
PPDPFL	8
CSGALNACT2-DT	10
RPL26P31	11
CSGALNACT2	10
SYCN	19
SLC36A4	11
CLEC17A	19
LPAR1	9
RASGEF1A	10
RAPGEF5	7
USP45	6
DLGAP2	8
AHSP	16
CTNS	17
LINC02633	10
RNU6ATAC11P	10
RPL5P26	10
SVEP1	9
LINC02190	16
CXCL10	4
COL13A1	10
VN1R64P	16
VN1R65P	16
FAT3	11
FRG2KP	16
TEAD2	19
CXCL11	4
YBX3P1	16
ZNF720P1	16
VN1R66P	16
CDIPT	16
RNA5SP227	7
EEF1A1P6	7
IL6-AS1	7
NUP54	4
IL6	7
POMK	8
NTNG2	9
MMP1	11
OBP2B	9
HOXB13	17
RPL12P30	11
MPPED2	11
CDRT1	17
MUSK	9
MCUR1P2	3
MTCYBP42	7
ATP1B3	3
SNORD93	7
RPL12P10	7
BCL2A1	15
ACHE	7
RPS3AP41	11
PHF20L1	8
NXPH3	17
SNRPCP14	11
SPG21	15
ENPP7P8	11
CDK12	17
PATE1	11
PATE2	11
STAG1-DT	3
MTND4P17	3
SDHDP3	3
PATE3	11
CDIPTOSP	16
GFM1	3
PATE4	11
NUP214	9
CUX1	7
TSTD3	6
AGAP1	2
FAM47E	4
HYLS1	11
ASPHD1	16
NEXN-AS1	1
CCNC	6
PUS3	11
NEGR1	1
DNAAF3	19
DDX25	11
RPL36AP10	1
LINC01712	1
FAM47E-STBD1	4
PNPO	17
FAAH	1
STBD1	4
KCTD13	16
SNX5P1	4
RNU6-1000P	4
SCARB2	4
TMEM212	3
ENPP2	8
ERICH6	3
KYAT3	1
MTFMT	15
ETNK1	12
KCTD13-DT	16
AP3D1	19
ALDOA	16
GMPS	3
SLC51B	15
NAP1L1P1	11
RN7SL734P	12
CYB5D2	17
PHLDA1-AS1	12
PHLDA1-DT	12
RASL12	15
RPUSD4	11
SHISAL2A	1
AHCYP5	2
NAP1L1	12
HMGB1P18	1
CLCA4-AS1	1
TRPV3	17
DNTTIP2	1
PDCD7	15
OSBPL6	2
PPIAP74	3
RNU4-86P	11
KRT18P35	3
WEE1	11
LINC02068	3
NAALADL2-AS1	3
HMGN2P26	3
CLPX	15
HNRNPA1P64	1
EEFSEC	3
ODF2L	1
PRPF19-DT	11
TMEM109-DT	11
LINC01208	3
TMEM109	11
ANAPC15P2	3
TMEM132A	11
SLC2A2	3
GUF1	4
CD6	11
CILP	15
GNPDA2	4
TMED9	5
SLITRK3	3
OR7E21P	3
RNU6-686P	15
SNORA24B	15
RNU5A-1	15
LINC02021	3
MIR4508	15
MAGEL2	15
NDN	15
RNU6-741P	15
LINC00578	3
PAQR5-DT	15
LETM2	8
PDGFRL2P	5
PAQR5	15
HSPA8P4	5
MTHFD2L	4
KRT8P13	3
LINC01997	3
HNRNPAB	5
SLC25A36	3
KIF23-AS1	15
JOSD2	19
FCN1	9
RPLP1	15
MRPS34	16
CERCAM	9
PTPRF	1
MEIOSIN	19
RAX2	19
SPSB3	16
ATP5PBP4	2
ZNF724	19
RNU6-933P	11
LIN28AP1	2
HNRNPCP2	2
SLC43A2	17
SLC15A3	11
SKIL	3
LANCL1	2
LINC02896	15
ERCC1	19
ANK2	4
KIF23	15
SLC36A2	5
STEAP1B	7
OR7E117P	11
ART5	11
P2RY1	3
EEF1A1P25	3
NAALADL2-AS3	3
RASGEF1C	5
FER1L6	8
ART1	11
SYPL1	7
FXR1	3
NUBP2	16
CHRNA10	11
TCF24	8
CSF3	17
PRUNE2	9
COPS5	8
NUP98	11
DCAF13P1	7
RNU6-392P	7
LARP1BP2	7
SLC25A27	6
FAM193B-DT	5
NAMPT	7
LINC01020	5
THRA	17
CACNA1B	9
TDRD6	6
GORASP2	2
PLA2G7	6
ZFP2	5
PKN1	19
RNA5SP268	8
ARFGEF1	8
SEMA5A-AS1	5
CFAP53P1	5
WBP1LP4	5
LINC01107	2
ADGRF5	6
SPDL1	5
UGGT1	2
MIR490	7
KRT8P51	7
IGFALS	16
CHRM2	7
MPRIP	17
HAGH	16
RNU6-1272P	7
ZC3HAV1L	7
ZC3HAV1	7
ADGRF5-AS1	6
MFSD14B	9
C2	6
UBE2V1P2	3
SERP1	3
FAM166B	9
ZNF43	19
DHCR24	1
LINC01485	5
ARFGEF1-DT	8
ATP5MC1P4	3
YWHAQP6	3
ARL2BPP4	5
ZNF707	8
RTRAFP2	5
SUDS3P1	5
TTC26	7
SIT1	9
INTS6P1	5
HMMR-AS1	5
ECSCR	5
AP2S1	19
TNIK	3
CD72	9
UPP2-IT1	2
C1QTNF2	5
TEKT4P3	2
METAP2P1	2
LINC01850	2
PRADC1	2
GM2A	5
LINC00254	16
LINC02124	16
LINC02121	5
HS3ST6	16
TUBAP13	2
ARHGEF1	19
ACKR3	2
RBM22	5
VAC14	16
RPS3AP13	2
ERCC3	2
RNU6-1143P	11
RNU7-50P	11
NTRK2	9
PGAP2	11
LINC02795	1
GALNT10	5
PHKA1P1	1
CDCA4P2	1
COL24A1	1
VAC14-AS1	16
RNU6-1271P	12
TIGAR	12
RNU6ATAC25P	16
GLUD1	10
TEKT5	16
MAPK6-DT	15
FGF23	12
LINC02878	8
LINC01932	5
CCDC166	8
MTCYBP33	16
CERNA1	15
MTND6P33	16
CCND2	12
MTND5P33	16
MTND4P34	16
MAPK15	8
MTND4LP24	16
MYO5C	15
MTND3P13	16
CCDC69	5
MTCO3P24	16
MTATP6P24	16
MZT1P2	7
NUBP1	16
UBN2	7
GDF11	12
SARNP	12
SV2C	5
RNU6-206P	7
RNU7-154P	7
FAM83H	8
FEZF1	7
AQP3	9
MIR4664	8
SCRIB	8
MIR6851	9
STK39	2
AASS	7
ANKRD18B	9
MTCYBP37	5
MED26	19
TVP23A	16
HMMR	5
ORMDL2	12
TP53	17
BSND	1
PAEP	9
PIN1	19
GPX7	1
NCKAP5-AS2	2
MMP19	12
SLC44A3	1
DTYMK	2
MIR1266	15
EEF1B2P1	15
XRCC1	19
ARPP19	15
DEXI	16
RHOG	11
STIM1-AS1	11
COG7	16
MIR4687	11
PPIAP40	11
HNRNPA1P76	11
RPS29P20	11
LINC01502	9
OLA1P3	12
RRM1	11
GSTP1P1	12
PAEPP1	9
GLT6D1	9
DGKA	12
LCN9	9
MAL	2
TRAF2	9
C2-AS1	6
RN7SKP23	16
CFB	6
RPSAP55	15
MYL6BP1	2
EEF1A1P22	15
BBC3	19
IL1A	2
SELENOS	15
GGA2	16
LINC02665	10
COX6CP17	10
RNU6-535P	10
RN7SKP167	10
TAF11L10	5
AJM1	9
ZNF354B	5
KLF2	19
FGFR2	10
CD302	2
SET	9
NUP62	19
OTULIN	5
LINC01802	2
KANSL1L	2
OR1L8	9
RRM1-AS1	11
ZNF618	9
OR55B1P	11
B4GALT7	5
LINC02749	11
RDXP1	11
STIM1	11
SNRPA1-DT	15
PCSK6-AS1	15
ACTG1P21	1
KBTBD13	15
LINC01362	1
CNTNAP3	9
CHSY1	15
NSRP1P1	1
PHYKPL	5
PKN2	1
MIR4285	7
MIR937	8
NELFE	6
PMS2P12	7
CCNYL7	16
PRKRIP1	7
PUF60	8
EARS2	16
SNRPCP18	15
SARS2	19
TM2D3	15
RELN	7
TEAD1	11
RPL21P33	2
GRAMD4P8	2
CRB2	9
DAB1-AS1	1
SUB1P4	16
ARPC1BP1	2
MTND4P27	2
UBFD1	16
PPP3R1	2
RNU6-807P	15
TARS3	15
MTCO1P21	1
MIR601	9
MIR7150	9
TMEM174	5
PIGFP2	9
LINC00958	11
LHX2	9
GBP1P1	1
NDUFAB1	16
LINC01364	1
CXCR2P1	2
RPSAP65	1
RASSF10-DT	11
PARP8	5
RASSF10	11
CLCA4	1
CTTN	11
CACYBPP2	2
WDR18	19
DENND1A	9
PHF5GP	2
PALB2	16
PROM2	2
MIR4422HG	1
ABCD3	1
DCTN5	16
PRRC2B	9
PCSK6	15
MIR1236	6
SKIV2L	6
PLK1	16
SHANK2-AS1	11
SHANK2-AS2	11
NRBP2	8
SHANK2-AS3	11
IFT80	3
MIR3664	11
LPAR5	12
ACTE1P	11
MROH7-TTC4	1
RPS28P7	11
ACRBP	12
FAM181B	11
LINC02734	11
RBMXP3	11
PRCP	11
ORC5	7
RBM43	2
OPA3	19
CALR3	19
DOCK8	9
ZMYND12	1
SP100	2
JPT2	16
IFNL2	19
MIR6845	8
ALG14	1
EPPK1	8
MIR661	8
ZNF547	19
ZZZ3	1
PARP10	8
OPN1SW	7
NR2C2AP	19
TFAMP1	7
ING4	12
ELFN1-AS1	7
MIR4655	7
MRM2	7
CARM1	19
SNX8	7
DXO	6
MIR3177	16
YIPF1	1
ABCA17P	16
PRKCI	3
MIR6836	7
IMMP1LP3	7
KIF19BP	7
CCNF	16
CHST12	7
MAD1L1	7
HNRNPCP9	1
KATNBL1P2	1
NFYC-AS1	1
LDLRAD1	1
PRX	19
LINC02053	3
LINC02082	3
C4A	6
MIR6767	16
TEDC2	16
PCCB	3
EIF2S2P6	11
DDIAS	11
IZUMO1	19
GJB4	1
TMEM125	1
GRINA	8
FAM153A	5
PTMS	12
FGF21	19
DMRTA2	1
RNU6-317P	19
RN7SL556P	7
OCM	7
BCAT2	19
RAB30	11
HIVEP3	1
CCZ1	7
SDR9C7	12
SPATC1	8
GPR182	12
OPLAH	8
CLCA3P	1
ZBTB39	12
TAC3	12
INMT-MINDY4	7
SH3GLB1	1
MIR6768	16
TEDC2-AS1	16
NTN3	16
SPATA31C2	9
MINDY4	7
SPTLC1	9
EIF4A1	17
ATP6V0C	16
MIR6846	8
EXOSC4	8
MIR6847	8
SNORA70E	11
COX5BP4	11
C1DP5	11
GPAA1	8
WBP1LP10	11
AQP1	7
OR4F2P	11
CICP23	11
LINC01001	11
PRAMEF8	1
CEMP1	16
RAB27A	15
MIR3178	16
PDPK1	16
RNU6-447P	11
SCGB1C1	11
MIR6743	11
ZRANB3	2
GHRHR	7
SIRT3	11
TM2D1	1
OR1X5P	5
FAM153CP	5
NLRP6	11
HMGB1P45	1
C4A-AS1	6
CYP21A1P	6
TNXA	6
HSD17B14	19
STK19B	6
SCP2	1
C4B	6
PGGHG	11
CNTRL	9
CYC1	8
MYO1A	12
SHARPIN	8
PIGBOS1	15
LINC01941	2
PLEKHA4	19
ADCYAP1R1	7
MTND6P8	2
SPHKAP	2
PIGB	15
IFITM5	11
B4GALNT4	11
PLSCR3	17
RPL21P38	2
MAF1	8
MIR628	15
PKP3	11
RSL24D1	15
OR7E90P	2
ASB1	2
PDPK2P	16
ZNF2	2
SIGIRR	11
PPP1R15A	19
PTPRD	9
TULP2	19
WDR97	8
TBC1D24	16
KPNA7	7
NEMP1	12
POLD2	7
MREG	2
FAF1-AS1	1
MTND4P11	1
NAB2	12
HGH1	8
NAALADL2	3
TMEM256-PLSCR3	17
NUCB1	19
BCAR3	1
ABCA2	9
HMGB1P3	2
IQCA1-AS1	2
ANO9	11
CHP1	15
TSSK5P	8
TMEM256	17
TMEM17	2
NLGN2	17
INTS8	8
STAT6	12
RPSAP33	3
MARF1	16
MTCYBP8	2
LINC02000	3
CRYGD	2
LINC02014	3
DCUN1D1	3
SPEM1	17
RN7SL838P	11
SPEM2	17
P2RY2	11
MTND5P29	2
SNF8P1	2
SPEM3	17
OIP5-AS1	15
RPL3P5	2
TMEM102	17
OR8R1P	11
NUB1	7
ARHGEF17-AS1	11
CERS6-AS1	2
C4B-AS1	6
FGF11	17
P2RY6	11
SLC31A1P1	3
CYP21A2	6
LINC02023	3
PLOD2	3
MTCO3P21	1
TBCAP2	1
BARHL2	1
OIP5	15
NUCB1-AS1	19
LINC02607	1
DHDH	19
SPATS2L	2
CHRNB1	17
NUSAP1	15
OAZ1P1	1
FTL	19
DMAP1	1
DDX24	14
IFITM1	11
SF3A3P2	11
MIR6506	16
SCN3B	11
MIR484	16
ZNF585A	19
ALDH1B1	9
NDE1	16
TMEM88	17
IGFBPL1	9
TAS2R39	7
ARMC8P1	9
CYB5D1	17
TCEA1P3	9
GAS2L1P1	9
VN1R48P	9
TAS2R40	7
FAM220BP	9
GSTK1	7
FAM95C	9
ZNF585B	19
SCARNA21	17
TPT1P3	3
TRAPPC1	17
LINC02031	3
RNA5SP206	6
H2AC6	6
PRKCH	14
MTND4LP10	3
H1-12P	6
BZW1P1	3
SNX18P3	9
AADACL2-AS1	3
ANKRD18A	9
ZNF202	11
LINC02006	3
H3C4	6
SLC7A14-AS1	3
H2AC7	6
H2AC8	6
TP53INP1	8
RPL22P1	3
H3C5P	6
CNTROB	17
H2AC9P	6
SNRPCP8	3
H1-3	6
H4C6	6
SOX2	3
H4C7	6
H3C7	6
H2AC10P	6
H2BC10	6
ATP11B	3
H3C9P	6
AHCYL1	1
RPS15AP18	5
MIR4457	5
MIR4277	5
BTN3A2	6
MIR6075	5
RN7SKP73	5
MIR4458	5
RNU1-76P	5
VCPIP1	8
SNORD123	5
RNA5SP177	5
RNA5SP176	5
FAM201A	9
MIR4636	5
RNU6-429P	5
MIR887	5
RNU6-679P	5
RN7SKP133	5
RNA5SP179	5
NDUFAF1	15
RNA5SP178	5
RNU6-660P	5
YWHABP1	9
RNU6-765P	9
RN7SL58P	5
RNA5SP180	5
RNU1-21P	11
B3GALT9	9
RNU6-1003P	5
C8orf44	8
OR6M2P	11
MIR6131	5
OR6M3P	11
MIR4637	5
LINC00904	19
DLG2-AS2	11
RNU4-43P	5
RNU6-374P	5
C8orf44-SGK3	8
DENND4C	9
RN7SKP207	5
RNU6-1079P	5
RNU6-378P	5
LDHAL6DP	11
MIR579	5
HNRNPA1P72	11
RNU6-738P	5
RNU6-358P	5
RNU6-760P	5
MIR4279	5
RNU6-909P	5
RNU6-1190P	5
RNU6-484P	5
LINC01838	19
MIR3650	5
ZNF30-AS1	19
RNU6-1169P	15
RNU7-130P	5
RNU7-161P	5
HNRNPCP6	11
SGK3	8
ITPKA	15
ZNF792	19
RNU1-150P	5
SNORD72	5
RNU6-480P	5
RNU6-1292P	11
METRN	16
RNU6-1296P	5
RN7SL383P	5
RNU6-272P	5
TMEM126B	11
MIR581	5
RN7SL801P	5
RNU6-381P	5
GRAMD1A-AS1	19
RNA5SP185	5
RNA5SP182	5
RNU6ATAC2P	5
HPN-AS1	19
MIR449A	5
MIR449B	5
MIR449C	5
RNA5SP183	5
RN7SKP157	5
TMEM139-AS1	7
RNU6-299P	5
RNA5SP184	5
MIR5687	5
TMEM139	7
LTK	15
RN7SKP251	5
RNU6-1232P	5
RN7SL169P	5
RNU6-294P	5
ANTKMT	16
RNU6-540P	5
MIR6887	19
RNU6-913P	5
MIR4803	5
RN7SL153P	5
LGI4	19
RNU7-196P	5
CNN3	1
RNA5SP186	5
SNORA50D	5
RN7SL814P	5
MIR582	5
RNU6-680P	5
RNU6-806P	5
RNU4-11P	5
RNU6ATAC36P	5
RN7SL378P	5
RN7SKP295	5
RNU6-620P	5
SCARNA18	5
MIR3660	5
RN7SKP34	5
MIR4280	5
RN7SL629P	5
RNU6-606P	5
RNU6-727P	5
RNU6-448P	5
RNU6-804P	5
RNY3P1	5
MIR3977	5
CASP2	7
MIR2277	5
SLC7A8	14
RNU1-73P	5
RNU6-211P	5
SNORD138	5
RNA5SP187	5
SNORA47	5
RN7SL802P	5
MIR548P	5
MIR9-2	5
RNU6-1119P	5
OOSP1P1	1
RN7SKP62	5
CIAO3	16
RN7SKP68	5
LNCSRLR	3
BTN2A2	6
RNU4-90P	5
MIR583	5
RNU6-524P	5
RNU6-47P	5
RN7SKP230	5
RNU6-308P	5
RN7SKP57	5
RNU6-482P	5
RNA5SP188	5
DHX36	3
TMEM126A	11
RNU1-140P	5
RN7SL255P	5
RNU6-334P	5
RN7SKP89	5
VAV3	1
RNU6-402P	5
RNU6-644P	5
RNU2-49P	5
MIR1244-2	5
RN7SL711P	5
RN7SL174P	5
GUCY2D	17
MIR548F3	5
SNORA13	5
RNU6-752P	5
RNU6-373P	5
RNU6-701P	5
MIR5706	5
RN7SKP117	5
RNU4ATAC13P	5
RNU7-53P	5
RNU6-718P	5
RNA5SP189	5
MIR4460	5
RN7SL689P	5
CCDC89	11
RNU6-290P	5
RNU4-69P	5
RNU6ATAC10P	5
RNA5SP191	5
MIR3661	5
RNA5SP193	5
MIR1289-2	5
DLG2	11
RNU6-236P	5
MIR874	5
RNU7-34P	5
MIR5197	5
RN7SL87P	5
RN7SKP246	5
ALOX15B	17
RNU7-156P	5
FXYD7	19
RNU7-180P	5
MIR5692C1	5
MIR145	5
MIR143	5
PCDH15	10
RNU6-588P	5
RNA5SP197	5
RN7SL535P	7
MIR6499	5
RN7SL481P	7
RNU6-390P	5
HINT1P1	7
RN7SL655P	5
MIR378A	5
RN7SL177P	5
MIR3142	5
MIR146A	5
RNA5SP194	5
RNU6-164P	5
FAM131B	7
RNU6-260P	5
RN7SL868P	5
MIR1294	5
RN7SL623P	5
RN7SKP60	5
MIR103A1	5
MIR103B1	5
RPS6	9
RNU2-48P	5
RNU6-477P	5
RNU6-500P	5
MIR218-2	5
MIR585	5
MIR378E	5
FXYD5	19
RNA5SP200	5
MIR4634	5
MIR1271	5
RNU4ATAC2P	5
RNU6-209P	5
MIR8056	5
RNU1-39P	5
RNU6-168P	5
MIR5003	5
RNU1-17P	5
MIR8089	5
RPAP1	15
RNU6-525P	5
MIR340	5
RNU6-1036P	5
MIR1229	5
RN7SKP150	5
SLC34A1	5
NDUFA5P3	9
MSLN	16
ACER2	9
MAP1LC3BP1	9
C11orf98P1	9
FAM131B-AS1	7
ZYX	7
SLC24A2	9
ALOXE3P1	17
ALOX12B	17
PFN3	5
GRK6	5
BTN3A1	6
RIC1	9
MIR4314	17
HES7	17
ELOCP2	15
PTTG3P	8
HNRNPA1P6	1
TYRO3	15
EEF1A1P11	1
MCMDC2	8
LINC01361	1
PER1	17
RPS20P5	1
HSPE1P25	1
GPX2	14
DPYD	1
CALM1	14
MIR6892	7
EPHA1	7
TBL1XR1-AS1	3
ASS1P7	3
NPHP3-AS1	3
HNRNPA1P20	3
TLCD4	1
NAALADL2-AS2	3
KCNMB2-AS1	3
BTN3A3	6
H3P2	1
